,주택관리번호,공고번호,주택명,주택구분코드,주택구분코드명,주택상세구분코드,주택상세구분코드명,분양구분코드,분양구분코드명,공급지역코드,공급지역명,공급위치 우편번호,공급위치,공급규모,모집공고일,청약접수시작일,청약접수종료일,특별공급 접수시작일,특별공급 접수종료일,1순위 접수일 해당지역,1순위 접수일 경기지역,1순위 접수일 기타지역,2순위 접수일 해당지역,2순위 접수일 경기지역,2순위 접수일 기타지역,당첨자발표일,계약시작일,계약종료일,홈페이지주소,건설업체명(시공사),문의처,사업주체명(시행사),입주예정월,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구
271,2020000620,2020000620,수원고등 A-1블록 5년 분양전환공공임대주택,1,APT,3,국민,1,분양전환 가능임대,410,경기,16453,수원시,56,2020-05-22,2020-06,2020-06-05,,,2020-06-03,,2020-06-04,2020-06-05,,2020-06-05,2020-06-18,2020-07-17,2020-07-21,https://www.lh.or.kr,대우건설컨소시엄,1600-1004,한국토지주택공사,202102,N,Y,N,N,Y,N,N
272,2020000621,2020000621,e편한세상 무등산,1,APT,1,민영,0,분양주택,500,광주,61502,동구,104,2020-05-29,2020-06,2020-06-15,2020-06-11,2020-06-11,2020-06-12,,2020-06-12,2020-06-15,,2020-06-15,2020-06-19,2020-07-02,2020-07-04,https://www.kdc-apt.co.kr,고려개발(주),062-513-3332,소태동지역주택조합,202209,N,N,N,N,N,N,N
273,2020000622,2020000622,춘천우두3 국민임대,1,APT,3,국민,2,분양전환 불가임대,200,강원,24221,춘천시,240,2020-05-25,2020-06,2020-06-16,,,2020-06-08~2020-06-12,,2020-06-08~2020-06-12,2020-06-15~2020-06-16,,2020-06-15~2020-06-16,2020-09-22,2020-09-28,2020-09-30,,,1600-1004,한국토지주택공사강원,202105,N,N,N,N,N,N,N
274,2020000629,2020000629,평택소사벌 A-5BL 국민임대주택,1,APT,3,국민,2,분양전환 불가임대,410,경기,17846,평택시,512,2020-05-25,2020-06,2020-06-17,,,2020-06-08,,2020-06-08,2020-06-09~2020-06-17,,2020-06-09~2020-06-17,2020-09-08,2020-09-21,2020-09-25,,삼환기업(주),1600-1004,한국토지주택공사경기지역본부,202107,N,N,N,N,N,N,N
275,2020000630,2020000630,영동내지브로아파트,1,APT,1,민영,0,분양주택,360,충북,29143,영동군,32,2020-05-25,2020-06,2020-06-08,2020-06-04,2020-06-04,2020-06-05,,2020-06-05,2020-06-08,,2020-06-08,2020-06-12,2020-06-23,2020-06-25,,이원종합건설(주),043-742-0001,이원종합건설(주),202006,N,N,N,N,N,N,N
276,2020000631,2020000631,공항동 발쿠치네 하우스,1,APT,1,민영,0,분양주택,100,서울,7622,강서구,45,2020-06-05,2020-06,2020-06-19,2020-06-16,2020-06-16,2020-06-17,,2020-06-18,2020-06-19,,2020-06-19,2020-06-24,2020-07-06,2020-07-08,http://www.vcucinehouse.co.kr/,우석종합건설(주),1588-7495,발쿠치네하우스,202007,Y,Y,Y,N,N,N,N
277,2020000632,2020000632,연동 백강 스위트엠1,1,APT,1,민영,0,분양주택,690,제주,63132,제주시,39,2020-05-29,2020-06,2020-06-09,,,2020-06-08,,2020-06-08,2020-06-09,,2020-06-09,2020-06-15,2020-06-26,2020-06-28,http://ydbk-sweetm1.com,(주)백강종합건설,064-759-7881,고려대지주택재건축정비사업조합,202107,N,N,N,N,N,N,N
278,2020000633,2020000633,검암역 로열파크씨티 푸르지오 1단지,1,APT,1,민영,0,분양주택,400,인천,22687,서구,2379,2020-05-27,2020-06,2020-06-10,2020-06-08,2020-06-08,2020-06-09,,2020-06-09,2020-06-10,,2020-06-10,2020-06-17,2020-06-29,2020-07-02,http://royalparkcity.co.kr/,(주)대우건설,1661-4805,(주)하나자산신탁,202306,N,N,N,N,N,N,N
279,2020000634,2020000634,검암역 로열파크씨티 푸르지오 2단지,1,APT,1,민영,0,분양주택,400,인천,22687,서구,2426,2020-05-27,2020-06,2020-06-10,2020-06-08,2020-06-08,2020-06-09,,2020-06-09,2020-06-10,,2020-06-10,2020-06-16,2020-06-29,2020-07-02,http://royalparkcity.co.kr,(주)대우건설,1661-4805,(주)하나자산신탁,202306,N,N,N,N,N,N,N
280,2020000635,2020000635,이안 센트럴포레 장유 1단지,1,APT,1,민영,0,분양주택,621,경남,50991,김해시,146,2020-05-29,2020-06,2020-06-10,2020-06-08,2020-06-08,2020-06-09,,2020-06-09,2020-06-10,,2020-06-10,2020-06-16,2020-06-29,2020-07-01,http://iaanjy.com,대우산업개발(주),055-902-0777,김해장유지역주택조합1단지,202303,N,N,N,N,N,N,N
281,2020000636,2020000636,광양센트럴자이,1,APT,1,민영,0,분양주택,513,전남,57767,광양시,704,2020-05-28,2020-06,2020-06-12,2020-06-10,2020-06-10,2020-06-11,,2020-06-11,2020-06-12,,2020-06-12,2020-06-18,2020-06-29,2020-07-01,http://gycentral-xi.com,GS건설(주),1833-7740,우리자산신탁 주식회사,202208,N,N,N,N,N,N,N
282,2020000637,2020000637,이안 센트럴포레 장유 2단지,1,APT,1,민영,0,분양주택,621,경남,50991,김해시,190,2020-05-29,2020-06,2020-06-10,2020-06-08,2020-06-08,2020-06-09,,2020-06-09,2020-06-10,,2020-06-10,2020-06-16,2020-06-29,2020-07-01,http://iaanjy.com,대우산업개발(주),055-902-0777,김해장유지역주택조합2단지,202303,N,N,N,N,N,N,N
283,2020000638,2020000638,힐스테이트 광산,1,APT,1,민영,0,분양주택,500,광주,62389,광산구,428,2020-06-19,2020-06,2020-07-01,2020-06-29,2020-06-29,2020-06-30,,2020-06-30,2020-07-01,,2020-07-01,2020-07-07,2020-07-20,2020-07-23,http://www.hillstate-hec.co.kr/gwangsan,현대엔지니어링㈜,1577-0926,(주)무궁화신탁,202208,N,N,N,N,N,N,N
284,2020000640,2020000640,사송더샵데시앙2차(B-6BL),1,APT,1,민영,0,분양주택,621,경남,50642,양산시,614,2020-06-12,2020-06,2020-06-24,2020-06-22,2020-06-22,2020-06-23,,2020-06-23,2020-06-24,,2020-06-24,2020-06-30,2020-07-13,2020-07-16,http://www.사송더샵데시앙2차.com,(주)태영건설,055-366-4040,(주)태영건설,202302,N,N,Y,N,Y,N,N
285,2020000644,2020000644,사송더샵데시앙2차(B-5BL),1,APT,1,민영,0,분양주택,621,경남,50642,양산시,477,2020-06-12,2020-06,2020-06-24,2020-06-22,2020-06-22,2020-06-23,,2020-06-23,2020-06-24,,2020-06-24,2020-07-02,2020-07-13,2020-07-16,http://www.사송더샵데시앙2차.com/,(주)태영건설,055-366-4040,(주)태영건설,202301,N,N,Y,N,Y,N,N
286,2020000648,2020000648,사송더샵데시앙2차(B-7BL),1,APT,1,민영,0,분양주택,621,경남,50642,양산시,993,2020-06-12,2020-06,2020-06-24,2020-06-22,2020-06-22,2020-06-23,,2020-06-23,2020-06-24,,2020-06-24,2020-07-01,2020-07-13,2020-07-16,http://www.사송더샵데시앙2차.com/,(주)태영건설,055-366-4040,(주)태영건설,202305,N,N,Y,N,Y,N,N
287,2020000649,2020000649,부평 SK VIEW 해모로,1,APT,1,민영,0,분양주택,400,인천,21400,부평구,884,2020-05-29,2020-06,2020-06-10,2020-06-08,2020-06-08,2020-06-09,,2020-06-09,2020-06-10,,2020-06-10,2020-06-16,2020-06-29,2020-07-03,http://www.bpskh.co.kr,SK건설(주),032-811-0822,부개서초교북측구역주택재개발정비사업조합,202212,N,N,N,N,N,N,N
288,2020000651,2020000651,르엘 신반포 파크애비뉴,1,APT,1,민영,0,분양주택,100,서울,6524,서초구,98,2020-05-28,2020-06,2020-06-10,,,2020-06-08,,2020-06-09,2020-06-10,,2020-06-10,2020-06-16,2020-06-29,2020-07-01,http://leel-sinbanpo-parkavenue.co.kr/,롯데건설 주식회사,1833-2581,신반포13차아파트주택재건축정비사업조합,202306,Y,Y,N,Y,N,N,N
289,2020000652,2020000652,창원 성산 반도유보라 아이비파크,1,APT,1,민영,0,분양주택,621,경남,51460,창원시,665,2020-05-29,2020-06,2020-06-10,2020-06-08,2020-06-08,2020-06-09,,2020-06-09,2020-06-10,,2020-06-10,2020-06-16,2020-06-29,2020-07-01,http://changwon-ubora.co.kr,(주)반도건설,1800-0355,(주)반도건설,202203,N,N,Y,N,N,N,N
290,2020000653,2020000653,2020년 제1차 국민임대주택 입주자모집,1,APT,3,국민,2,분양전환 불가임대,100,서울,6336,강남구,2519,2020-05-28,2020-06,2020-06-17,,,2020-06-08~2020-06-15,,2020-06-08~2020-06-15,2020-06-17,,2020-06-17,2020-11-06,2020-11-18,2020-11-20,https://www.i-sh.co.kr,,1600-3456,서울주택도시공사,202012,Y,Y,N,N,N,N,N
291,2020000656,2020000656,문산당동1단지 50년공공임대주택 입주자모집,1,APT,3,국민,2,분양전환 불가임대,410,경기,10820,파주시,567,2020-05-28,2020-06,2020-06-10,,,2020-06-09,,2020-06-09,2020-06-10,,2020-06-10,2020-07-31,2020-08-03,2020-08-31,,,031-952-7447,주택관리공단(주) 문산당동1관리소,202008,N,N,N,N,N,N,N
292,2020000658,2020000658,힐스테이트 의정부역,1,APT,1,민영,0,분양주택,410,경기,11664,의정부시,172,2020-05-29,2020-06,2020-06-12,2020-06-10,2020-06-10,2020-06-11,,2020-06-11,2020-06-12,,2020-06-12,2020-06-18,2020-06-29,2020-07-01,http://www.hillstate.co.kr/,현대건설(주),031-855-1121,(주)클라우드나인,202402,N,N,N,N,N,N,N
293,2020000661,2020000661,"서울 강남5, 서초3 장기전세",1,APT,3,국민,2,분양전환 불가임대,100,서울,6768,서초구,195,2020-05-27,2020-06,2020-06-04,,,2020-06-03,,2020-06-03,2020-06-04,,2020-06-04,2020-08-27,2020-10-01,2020-10-30,,,023-416-3777,한국토지주택공사서울,202010,N,N,N,N,N,Y,N
294,2020000662,2020000662,남양주별내 A24BL 행복주택 추가입주자모집,1,APT,3,국민,2,분양전환 불가임대,410,경기,12094,남양주시,462,2020-05-29,2020-06,2020-06-15,,,2020-06-09~2020-06-12,,2020-06-09~2020-06-12,2020-06-15,,2020-06-15,2020-08-28,2020-09-21,2020-09-23,,,1600-1004,한국토지주택공사서울,202107,N,N,N,N,N,N,N
295,2020000664,2020000664,대구연경S-1블록 10년 분양전환공공임대주택,1,APT,3,국민,1,분양전환 가능임대,700,대구,41003,동구,788,2020-06-02,2020-06,2020-06-17,,,2020-06-16,,2020-06-16,2020-06-17,,2020-06-17,2020-07-02,2020-08-26,2020-08-28,http://lhyg-s1.co.kr,,053-986-5002,한국토지주택공사대구경북지역본부,202102,N,N,N,N,N,N,N
296,2020000665,2020000665,죽전역 시티프라디움,1,APT,1,민영,0,분양주택,700,대구,42639,달서구,80,2020-05-29,2020-06,2020-06-10,2020-06-08,2020-06-08,2020-06-09,,2020-06-09,2020-06-10,,2020-06-10,2020-06-16,2020-06-29,2020-07-01,http://dg-pradium.com/,주식회사 시티건설,1661-5250,주식회사 애드메이트,202310,N,N,N,N,N,N,N
297,2020000666,2020000666,함평 한국아델리움 더퍼스트,1,APT,1,민영,0,분양주택,513,전남,57146,함평군,163,2020-06-17,2020-06,2020-06-24,2020-06-22,2020-06-22,2020-06-23,,2020-06-23,2020-06-24,,2020-06-24,2020-06-30,2020-07-13,2020-07-15,http://hp-adelium.com/index.asp,한국건설 주식회사,061-323-2626,(주)수성주택,202205,N,N,N,N,N,N,N
298,2020000667,2020000667,양주 옥정신도시 A-17(2) 한신더휴,1,APT,1,민영,0,분양주택,410,경기,11476,양주시,767,2020-05-29,2020-06,2020-06-12,2020-06-10,2020-06-10,2020-06-11,2020-06-11,2020-06-11,2020-06-12,2020-06-12,2020-06-12,2020-06-18,2020-06-29,2020-07-01,http://oj-thehue.com/,한신공영(주),1877-3447,옥정플러스피에프브이(주),202304,N,N,Y,N,N,Y,N
299,2020000668,2020000668,고양지축 S-1블록 국민임대주택 입주자 모집,1,APT,3,국민,2,분양전환 불가임대,410,경기,10544,고양시,748,2020-05-29,2020-06,2020-06-25,,,2020-06-15~2020-06-22,,2020-06-15~2020-06-22,2020-06-23~2020-06-25,,2020-06-23~2020-06-25,2020-09-24,2020-10-08,2020-10-14,https://apply.lh.or.kr,,1600-1004,한국토지주택공사 인천지역본부,202110,N,N,N,N,N,N,N
300,2020000669,2020000669,골든렉시움,1,APT,1,민영,0,분양주택,200,강원,24904,속초시,48,2020-06-05,2020-06,2020-06-17,2020-06-15,2020-06-15,2020-06-16,,2020-06-16,2020-06-17,,2020-06-17,2020-06-23,2020-06-29,2020-06-30,,(주)전진토건,053-621-3451,(주)대둔건설,202007,N,N,N,N,N,N,N
301,2020000670,2020000670,김포 센트럴 헤센 1단지,1,APT,1,민영,0,분양주택,410,경기,10105,김포시,29,2020-06-08,2020-06,2020-06-22,2020-06-18,2020-06-18,2020-06-19,,2020-06-19,2020-06-22,,2020-06-22,2020-06-26,2020-07-07,2020-07-09,,신한종합건설(주),031-986-2582,김포감정동지역주택조합,202007,N,N,N,N,N,N,N
302,2020000671,2020000671,시흥장현 A-5블록 국민임대주택,1,APT,3,국민,2,분양전환 불가임대,410,경기,15002,시흥시,528,2020-05-29,2020-06,2020-06-22,,,2020-06-16~2020-06-18,2020-06-16~2020-06-18,2020-06-16~2020-06-18,2020-06-19~2020-06-22,2020-06-19~2020-06-22,2020-06-19~2020-06-22,2020-09-24,2020-10-08,2020-10-14,,대우산업개발 주식회사,1600-1004,한국토지주택공사 인천지역본부,202108,N,N,N,N,Y,Y,N
303,2020000672,2020000672,여주역 금호어울림 베르티스,1,APT,1,민영,0,분양주택,410,경기,12652,여주시,605,2020-06-05,2020-06,2020-06-19,2020-06-17,2020-06-17,2020-06-18,,2020-06-18,2020-06-19,,2020-06-19,2020-06-25,2020-07-07,2020-07-09,,,1566-5755,금호산업(주),202208,N,N,N,N,N,N,N
304,2020000673,2020000673,동두천송내 S1블록 공공분양주택,1,APT,3,국민,0,분양주택,410,경기,11353,동두천시,160,2020-05-29,2020-06,2020-06-10,,,2020-06-09,2020-06-09,2020-06-09,2020-06-10,2020-06-10,2020-06-10,2020-06-22,2020-08-12,2020-08-14,https://www.lh.or.kr/,KR산업,1600-1004,한국토지주택공사서울지역본부,202108,N,N,Y,N,Y,Y,N
305,2020000674,2020000674,SH 고덕강일 8단지 공공분양주택,1,APT,3,국민,0,분양주택,100,서울,5200,강동구,526,2020-06-02,2020-06,2020-06-22,2020-06-15,2020-06-16,2020-06-19,,2020-06-19,2020-06-22,,2020-06-22,2020-06-26,2020-09-14,2020-09-16,http://www.i-sh.co.kr,(주)대보건설,1600-3456,서울주택도시공사,202102,Y,Y,Y,N,Y,Y,N
306,2020000675,2020000675,광주운남1단지,1,APT,3,국민,2,분양전환 불가임대,500,광주,62314,광산구,100,2020-06-01,2020-06,2020-06-09,,,2020-06-08,,2020-06-08,2020-06-09,,2020-06-09,2020-07-16,2020-08-03,2020-08-31,https://www.kohom.or.kr,,062-952-0571,주택관리공단 광주운남1관리소,202009,N,N,N,N,N,N,N
307,2020000676,2020000676,쌍용 더 플래티넘 거제아시아드,1,APT,1,민영,0,분양주택,600,부산,47530,연제구,130,2020-06-01,2020-06,2020-06-15,2020-06-11,2020-06-11,2020-06-12,,2020-06-12,2020-06-15,,2020-06-15,2020-06-19,2020-06-30,2020-07-02,https://www.ssyapt.com/geojeasiad,쌍용건설(주),1877-4820,거제동 지역주택조합,202301,N,N,N,N,N,N,N
308,2020000677,2020000677,군포 당동 그랑시티2차,1,APT,1,민영,0,분양주택,410,경기,15855,군포시,32,2020-06-01,2020-06,2020-06-12,,,2020-06-11,,2020-06-11,2020-06-12,,2020-06-12,2020-06-19,2020-06-30,2020-07-02,,나경종합건설(주),,준건축,202007,N,N,N,N,N,N,N
309,2020000681,2020000681,SH 고덕강일14단지 공공분양주택,1,APT,3,국민,0,분양주택,100,서울,5289,강동구,411,2020-06-02,2020-06,2020-06-22,2020-06-15,2020-06-16,2020-06-19,,2020-06-19,2020-06-22,,2020-06-22,2020-06-26,2020-09-14,2020-09-16,http://www.i-sh.co.kr,대우조선해양건설(주),1600-3456,서울주택도시공사,202102,Y,Y,Y,N,Y,Y,N
310,2020000682,2020000682,쌍용 더 플래티넘 사직아시아드,1,APT,1,민영,0,분양주택,600,부산,47844,동래구사직동,13,2020-06-03,2020-06,2020-06-11,,,2020-06-10,,2020-06-10,2020-06-11,,2020-06-11,2020-06-17,2020-06-29,2020-07-01,http://www.sjasiad.com,쌍용건설(주),051-507-8220,사직아시아드지역주택조합,202007,N,N,N,N,N,N,N
311,2020000683,2020000683,부산만덕5 2블록 10년공임 추가모집,1,APT,3,국민,1,분양전환 가능임대,600,부산,46565,북구,477,2020-06-02,2020-06,2020-06-12,,,2020-06-11,,2020-06-11,2020-06-12,,2020-06-12,2020-06-24,2020-07-01,2020-07-03,http://www.lhmd5-2.co.kr,대림산업,051-460-5452,한국토지주택공사부산울산,202104,N,N,N,Y,N,N,N
312,2020000686,2020000686,행신 파밀리에 트라이하이,1,APT,1,민영,0,분양주택,410,경기,10517,고양시,58,2020-07-03,2020-07,2020-07-16,2020-07-14,2020-07-14,2020-07-15,,2020-07-15,2020-07-16,,2020-07-16,2020-07-22,2020-08-03,2020-08-05,http://familie-trihigh.com/,신동아건설(주),1899-5843,경원연립주변가로주택정비사업조합,202203,N,N,N,Y,N,N,N
313,2020000688,2020000688,안성아양 B6 10년공공임대리츠 잔여세대 모집,1,APT,3,국민,1,분양전환 가능임대,410,경기,17577,안성시,101,2020-06-05,2020-06,2020-06-07,,,2020-06-06,2020-06-06,2020-06-06,2020-06-07,2020-06-07,2020-06-07,2020-06-08,2020-06-12,2020-06-12,http://apply.lh.or.kr,NHF제3호공공임대위탁관리,1600-1004,한국토지주택공사경기,202006,N,N,N,N,N,Y,N
314,2020000689,2020000689,광주 선운 다사로움 10년공공임대 예비입주자 ,1,APT,3,국민,1,분양전환 가능임대,500,광주,62400,광산구,59,2020-06-04,2020-06,2020-06-12,,,2020-06-11,,2020-06-11,2020-06-12,,2020-06-12,2020-06-19,2020-06-22,2020-07-31,,,062-943-1995,광주광역시도시공사,202007,N,N,N,N,N,N,N
315,2020000691,2020000691,정읍 상동1차 영무예다음,1,APT,1,민영,0,분양주택,560,전북,56189,정읍시,386,2020-06-19,2020-06,2020-07-02,2020-06-30,2020-06-30,2020-07-01,,2020-07-01,2020-07-02,,2020-07-02,2020-07-08,2020-07-20,2020-07-22,http://상동영무예다음.com,주식회사 하가건설,063-533-0053,주식회사 와이엠개발,202306,N,N,N,N,N,N,N
316,2020000693,2020000693,광명 푸르지오 포레나,1,APT,1,민영,0,분양주택,410,경기,14266,광명시,397,2020-06-19,2020-06,2020-07-02,2020-06-29,2020-06-29,2020-06-30,,2020-07-01,2020-07-02,,2020-07-02,2020-07-08,2020-07-20,2020-07-22,http://www.prugio.com/house/2020/gwangmyeong2,(주)대우건설,1800-4638,광명14구역주택재개발정비사업조합,202309,Y,Y,N,Y,N,N,N
317,2020000695,2020000695,서광교 파크 스위첸,1,APT,1,민영,0,분양주택,410,경기,16217,수원시,374,2020-06-08,2020-06,2020-06-23,2020-06-18,2020-06-18,2020-06-19,,2020-06-22,2020-06-23,,2020-06-23,2020-06-29,2020-07-10,2020-07-14,http://www.서광교파크스위첸.com,주식회사 케이씨씨건설,1544-0996,수원111의5구역주택재건축정비사업조합,202305,N,Y,N,Y,N,N,N
318,2020000697,2020000697,백양산 롯데캐슬 골드센트럴,1,APT,1,민영,0,분양주택,600,부산,47150,부산진구,1442,2020-06-11,2020-06,2020-06-24,2020-06-22,2020-06-22,2020-06-23,,2020-06-23,2020-06-24,,2020-06-24,2020-06-30,2020-07-13,2020-07-16,http://www.lottecastle.co.kr,롯데건설(주),051-866-0022,부암1구역재개발정비사업조합,202312,N,N,N,Y,N,N,N
319,2020000698,2020000698,래미안 엘리니티,1,APT,1,민영,0,분양주택,100,서울,2578,동대문구,475,2020-06-11,2020-06,2020-06-25,2020-06-22,2020-06-22,2020-06-23,,2020-06-24,2020-06-25,,2020-06-25,2020-07-01,2020-07-13,2020-07-17,https://raemian.co.kr,삼성물산(주),02-959-0477,용두제6구역주택재개발정비사업조합,202208,Y,Y,N,Y,N,N,N
320,2020000703,2020000703,설화명곡역 우방아이유쉘,1,APT,1,민영,0,분양주택,700,대구,42945,달성군,320,2020-06-05,2020-06,2020-06-17,2020-06-15,2020-06-15,2020-06-16,,2020-06-16,2020-06-17,,2020-06-17,2020-06-23,2020-07-06,2020-07-08,http://seolhwa.iusell.co.kr/,에스엠상선(주)건설부문,053-643-3888,아시아신탁주식회사,202304,N,N,N,N,N,N,N
321,2020000705,2020000705,진주가좌올리움,1,APT,3,국민,2,분양전환 불가임대,621,경남,52817,진주시,120,2020-06-05,2020-06,2020-06-26,,,2020-06-11~2020-06-16,,2020-06-11~2020-06-16,2020-06-25~2020-06-26,,2020-06-25~2020-06-26,2020-08-07,2020-08-17,2020-08-19,,동남건설,055-269-0409,경남개발공사,202008,N,N,N,N,N,N,N
322,2020000706,2020000706,아산탕정2-A7BL 국민임대,1,APT,3,국민,2,분양전환 불가임대,312,충남,31477,아산시,780,2020-06-05,2020-06,2020-06-24,,,2020-06-22~2020-06-23,,2020-06-22~2020-06-23,2020-06-24,,2020-06-24,2020-10-08,2020-10-26,2020-10-29,http://lh.or.kr,한국토지주택공사,1600-1004,한국토지주택공사대전충남,202105,N,N,N,N,N,N,N
323,2020000707,2020000707,한경크리스탈아파트,1,APT,1,민영,0,분양주택,312,충남,31812,당진시,45,2020-06-05,2020-06,2020-06-12,,,2020-06-11,,2020-06-11,2020-06-12,,2020-06-12,2020-06-17,2020-06-29,2020-07-01,,(주)한경,041-362-8943,(주)한경,202007,N,N,N,N,N,N,N
324,2020000708,2020000708,대관령 현대힐스 700,1,APT,1,민영,0,분양주택,200,강원,25344,평창군,44,2020-06-08,2020-06,2020-06-19,,,2020-06-18,,2020-06-18,2020-06-19,,2020-06-19,2020-06-24,2020-07-08,2020-07-10,,현대아산 주식회사,033-336-9663,주식회사 안스460,202007,N,N,N,N,N,N,N
325,2020000711,2020000711,스위트드림 아파트,1,APT,1,민영,0,분양주택,100,서울,7918,양천구,48,2020-06-10,2020-06,2020-06-24,,,2020-06-22,,2020-06-23,2020-06-24,,2020-06-24,2020-06-30,2020-07-11,2020-07-13,,(주)스위트드림종합건설,,(주)스위트드림종합건설,202007,Y,Y,Y,N,N,N,N
326,2020000712,2020000712,수원 센트럴 아이파크 자이,1,APT,1,민영,0,분양주택,410,경기,16473,수원시,2165,2020-06-18,2020-06,2020-07-02,2020-06-29,2020-06-29,2020-06-30,,2020-07-01,2020-07-02,,2020-07-02,2020-07-08,2020-07-20,2020-07-31,http://hdc.i-park.com/paldal/,HDC현대산업개발,031-222-3432,팔달10구역주택재개발정비사업조합,202307,N,Y,N,Y,N,N,N
327,2020000717,2020000717,인천 부평 우미린,1,APT,1,민영,0,분양주택,400,인천,21352,부평구,177,2020-06-12,2020-06,2020-06-24,2020-06-22,2020-06-22,2020-06-23,,2020-06-23,2020-06-24,,2020-06-24,2020-06-30,2020-07-13,2020-07-15,https://www.lynn.co.kr,우미건설(주),032-546-0500,부평아파트주택재건축정비사업조합,202307,N,N,N,Y,N,N,N
328,2020000718,2020000718,평택 고덕국제신도시 A-43블럭 호반써밋II,1,APT,1,민영,0,분양주택,410,경기,17770,평택시,414,2020-06-18,2020-06,2020-07-02,2020-06-30,2020-06-30,2020-07-01,2020-07-01,2020-07-01,2020-07-02,2020-07-02,2020-07-02,2020-07-08,2020-07-21,2020-07-23,http://ptgd2-hoban.co.kr/,(주)호반건설,1566-0399,군인공제회,202205,N,N,Y,N,N,Y,N
329,2020000719,2020000719,힐스테이트 레이크 송도 3차,1,APT,1,민영,0,분양주택,400,인천,22022,연수구,1100,2020-06-11,2020-06,2020-06-26,2020-06-24,2020-06-24,2020-06-25,,2020-06-25,2020-06-26,,2020-06-26,2020-07-02,2020-07-12,2020-07-18,http://www.힐스테이트레이크송도3차.com,현대건설(주),1899-1010,송도랜드마크시티(유),202310,N,N,N,N,N,Y,N
330,2020000720,2020000720,청주 동남 파라곤,1,APT,1,민영,0,분양주택,360,충북,28760,청주시,562,2020-06-12,2020-06,2020-06-24,2020-06-22,2020-06-22,2020-06-23,,2020-06-23,2020-06-24,,2020-06-24,2020-06-30,2020-07-13,2020-07-15,http://cjparagon.co.kr,"(주)동양건설산업, (주)라인건설",1600-0998,(주)동양개발산업,202208,N,N,Y,N,N,N,N
331,2020000721,2020000721,서초비버리캐슬,1,APT,1,민영,0,분양주택,100,서울,6709,서초구,42,2020-06-18,2020-06,2020-07-01,,,2020-06-29,,2020-06-30,2020-07-01,,2020-07-01,2020-07-06,2020-07-17,2020-07-19,,(주)덕인컨스텍,1800-1920,아시아신탁주식회사,202007,Y,Y,Y,N,N,N,N
332,2020000723,2020000723,감전엘크루센트로아파트,1,APT,1,민영,0,분양주택,600,부산,46984,사상구,90,2020-06-17,2020-06,2020-07-02,2020-06-30,2020-06-30,2020-07-01,,2020-07-01,2020-07-02,,2020-07-02,2020-07-08,2020-07-20,2020-07-22,http://www.elcrucentro.com,삼광건설주식회사,1600-7213,주식회사 금천주택,202109,N,N,N,N,N,N,N
333,2020000726,2020000726,문경매봉2단지,1,APT,3,국민,2,분양전환 불가임대,712,경북,36977,문경시,70,2020-06-25,2020-07,2020-07-10,,,2020-07-09,,2020-07-09,2020-07-10,,2020-07-10,2020-09-10,2020-09-11,2020-10-10,,,054-554-0548,주택관리공단(주) 문경매봉2관리소,202010,N,N,N,N,N,N,N
334,2020000733,2020000733,평택고덕 A-39블록 공공분양,1,APT,3,국민,0,분양주택,410,경기,17770,평택시,811,2020-06-26,2020-07,2020-07-16,,,2020-07-15,2020-07-15,2020-07-15,2020-07-16,2020-07-16,2020-07-16,2020-07-31,2020-10-12,2020-10-16,,,031-656-4995,한국토지주택공사 경기지역본부,202211,N,Y,Y,N,Y,Y,N
335,2020000743,2020000743,엑소디움 센트럴 동인,1,APT,1,민영,0,분양주택,700,대구,41908,중구,362,2020-07-03,2020-07,2020-07-15,2020-07-13,2020-07-13,2020-07-14,,2020-07-14,2020-07-15,,2020-07-15,2020-07-21,2020-08-03,2020-08-06,http://exo-central.com/,대우산업개발주식회사,053-471-9991,동인3의1지구주택재개발사업조합,202212,N,N,N,Y,N,N,N
336,2020000744,2020000744,양주 옥정신도시 제일풍경채 Lake City(A10-1BL),1,APT,1,민영,0,분양주택,410,경기,11465,양주시,1246,2020-06-18,2020-06,2020-07-01,2020-06-29,2020-06-29,2020-06-30,2020-06-30,2020-06-30,2020-07-01,2020-07-01,2020-07-01,2020-07-07,2020-07-20,2020-07-23,,제일건설(주),1644-4800,옥정제일1차피에프브이(주),202305,N,N,Y,N,N,Y,N
337,2020000745,2020000745,가재울역 트루엘 에코시티,1,APT,1,민영,0,분양주택,400,인천,22822,서구,477,2020-06-19,2020-07,2020-07-03,2020-07-01,2020-07-01,2020-07-02,,2020-07-02,2020-07-03,,2020-07-03,2020-07-09,2020-07-20,2020-07-23,http://truel-ecocity.co.kr,일성건설(주),1668-3030,가좌라이프빌라구역주택재건축조합,202308,N,N,N,N,N,N,N
338,2020000747,2020000747,보령명천2 50년공공임대,1,APT,3,국민,2,분양전환 불가임대,312,충남,33476,보령시,120,2020-06-23,2020-06,2020-07-01,,,2020-06-30,,2020-06-30,2020-07-01,,2020-07-01,2020-08-28,2020-08-31,2020-09-30,,,041-936-0653,주택관리공단(주) 보령명천2관리소,202009,N,N,N,N,N,N,N
